# map | object_id | x | y | role | target | player-facing text
emberhaven | 16 | 94 | 58 | portal | maps.txt | The obelisk hums and the road ahead opens.
sunmane_gauntlet_2 | 809 | 21 | 59 | gate | sun-court | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_2 | 798 | 21 | 6 | cache | cache_sunmane_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
sunmane_gauntlet_2 | 800 | 31 | 315 | waystone | home | The waystone home. Using it counts you out of the run.
sunmane_gauntlet_2 | 799 | 26 | 11 | waystone | home | The waystone home.
sunmane_gauntlet_2 | 861 | 20 | 313 | information | lore | Rules of the wash: One party at a time. The dead wake at the east gate. Waystones count you out. The court is the end of it.
sunmane_gauntlet_2 | 862 | 16 | 302 | information | lore | The wash: When the rains come the wash runs a horse deep for an hour. The rest of the year it is the only shade for a day's ride, and everything knows it.
sunmane_gauntlet_2 | 863 | 15 | 4 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
sunmane_gauntlet_3 | 801 | 25 | 311 | gate | wind-cut | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet_3 | 802 | 28 | 283 | gate | horse-cave | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 803 | 24 | 251 | gate | ridge-path | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet_3 | 804 | 24 | 209 | gate | scree-stair | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 805 | 21 | 169 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 806 | 10 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 807 | 32 | 147 | gate | forked-wash | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 808 | 21 | 99 | gate | long-wash | An iron bar gate. It opens when the way behind you is quiet.
sunmane_gauntlet_3 | 809 | 21 | 59 | gate | sun-court | A stone slab across the way. It slides when the way behind you is quiet.
sunmane_gauntlet_3 | 798 | 21 | 6 | cache | cache_sunmane_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
sunmane_gauntlet_3 | 800 | 31 | 315 | waystone | home | The waystone home. Using it counts you out of the run.
sunmane_gauntlet_3 | 799 | 26 | 11 | waystone | home | The waystone home.
sunmane_gauntlet_3 | 861 | 20 | 313 | information | lore | Rules of the wash: One party at a time. The dead wake at the east gate. Waystones count you out. The court is the end of it.
sunmane_gauntlet_3 | 862 | 16 | 302 | information | lore | The wash: When the rains come the wash runs a horse deep for an hour. The rest of the year it is the only shade for a day's ride, and everything knows it.
sunmane_gauntlet_3 | 863 | 15 | 4 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
amethyst_gauntlet | 801 | 21 | 346 | gate | mite-cut | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 802 | 25 | 310 | gate | shard-gallery | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 803 | 25 | 266 | gate | hum-bridge | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet | 804 | 25 | 220 | gate | resonant-hall | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 805 | 22 | 188 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 806 | 11 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 807 | 33 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 808 | 22 | 106 | gate | storm-stair | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet | 809 | 19 | 62 | gate | prism-court | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet | 798 | 19 | 6 | cache | cache_amethyst_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amethyst_gauntlet | 800 | 27 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
amethyst_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
amethyst_gauntlet | 861 | 16 | 350 | information | lore | Rules of the cut: One party at a time. The dead wake at the quarry mouth. Waystones count you out. The court is the end of it.
amethyst_gauntlet | 862 | 10 | 335 | information | lore | The quarry: The lens grinders cut here for songstone until the cut began to answer the hammers. Nobody has quarried since. Everything else has.
amethyst_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
amethyst_gauntlet_2 | 801 | 21 | 346 | gate | mite-cut | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 802 | 25 | 310 | gate | shard-gallery | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 803 | 25 | 266 | gate | hum-bridge | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet_2 | 804 | 25 | 220 | gate | resonant-hall | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 805 | 22 | 188 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 806 | 11 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 807 | 33 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 808 | 22 | 106 | gate | storm-stair | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet_2 | 809 | 19 | 62 | gate | prism-court | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_2 | 798 | 19 | 6 | cache | cache_amethyst_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amethyst_gauntlet_2 | 800 | 27 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
amethyst_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
amethyst_gauntlet_2 | 861 | 16 | 350 | information | lore | Rules of the cut: One party at a time. The dead wake at the quarry mouth. Waystones count you out. The court is the end of it.
amethyst_gauntlet_2 | 862 | 10 | 335 | information | lore | The quarry: The lens grinders cut here for songstone until the cut began to answer the hammers. Nobody has quarried since. Everything else has.
amethyst_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
amethyst_gauntlet_3 | 801 | 21 | 346 | gate | mite-cut | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 802 | 25 | 310 | gate | shard-gallery | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 803 | 25 | 266 | gate | hum-bridge | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet_3 | 804 | 25 | 220 | gate | resonant-hall | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 805 | 22 | 188 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 806 | 11 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 807 | 33 | 162 | gate | split-seam | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 808 | 22 | 106 | gate | storm-stair | An iron bar gate. It opens when the way behind you is quiet.
amethyst_gauntlet_3 | 809 | 19 | 62 | gate | prism-court | A stone slab across the way. It slides when the way behind you is quiet.
amethyst_gauntlet_3 | 798 | 19 | 6 | cache | cache_amethyst_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
amethyst_gauntlet_3 | 800 | 27 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
amethyst_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
amethyst_gauntlet_3 | 861 | 16 | 350 | information | lore | Rules of the cut: One party at a time. The dead wake at the quarry mouth. Waystones count you out. The court is the end of it.
amethyst_gauntlet_3 | 862 | 10 | 335 | information | lore | The quarry: The lens grinders cut here for songstone until the cut began to answer the hammers. Nobody has quarried since. Everything else has.
amethyst_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
manymouth_gauntlet | 801 | 15 | 346 | gate | sluice-house | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet | 802 | 18 | 314 | gate | the-bund | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet | 803 | 18 | 268 | gate | paddy-sump | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 804 | 22 | 232 | gate | reed-gallery | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 805 | 22 | 188 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 806 | 11 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 807 | 33 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 808 | 22 | 106 | gate | weir-stair | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet | 809 | 19 | 62 | gate | saltmarsh_crocodile-pool | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet | 798 | 19 | 6 | cache | cache_manymouth_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
manymouth_gauntlet | 800 | 21 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
manymouth_gauntlet | 799 | 24 | 12 | waystone | home | The waystone home.
manymouth_gauntlet | 861 | 10 | 350 | information | lore | Rules of the run: One party at a time. The dead wake at the warden's house. Waystones count you out. The pool is the end of it.
manymouth_gauntlet | 862 | 6 | 335 | information | lore | The bund: The bund keeps the river out of the paddies and the sluice houses keep the bund honest. Between the houses the bund is hollow. Things like a hollow.
manymouth_gauntlet | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
manymouth_gauntlet_2 | 801 | 15 | 346 | gate | sluice-house | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_2 | 802 | 18 | 314 | gate | the-bund | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_2 | 803 | 18 | 268 | gate | paddy-sump | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 804 | 22 | 232 | gate | reed-gallery | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 805 | 22 | 188 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 806 | 11 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 807 | 33 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 808 | 22 | 106 | gate | weir-stair | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_2 | 809 | 19 | 62 | gate | saltmarsh_crocodile-pool | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_2 | 798 | 19 | 6 | cache | cache_manymouth_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
manymouth_gauntlet_2 | 800 | 21 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
manymouth_gauntlet_2 | 799 | 24 | 12 | waystone | home | The waystone home.
manymouth_gauntlet_2 | 861 | 10 | 350 | information | lore | Rules of the run: One party at a time. The dead wake at the warden's house. Waystones count you out. The pool is the end of it.
manymouth_gauntlet_2 | 862 | 6 | 335 | information | lore | The bund: The bund keeps the river out of the paddies and the sluice houses keep the bund honest. Between the houses the bund is hollow. Things like a hollow.
manymouth_gauntlet_2 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
manymouth_gauntlet_3 | 801 | 15 | 346 | gate | sluice-house | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_3 | 802 | 18 | 314 | gate | the-bund | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_3 | 803 | 18 | 268 | gate | paddy-sump | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 804 | 22 | 232 | gate | reed-gallery | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 805 | 22 | 188 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 806 | 11 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 807 | 33 | 162 | gate | two-channels | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 808 | 22 | 106 | gate | weir-stair | An iron bar gate. It opens when the way behind you is quiet.
manymouth_gauntlet_3 | 809 | 19 | 62 | gate | saltmarsh_crocodile-pool | A stone slab across the way. It slides when the way behind you is quiet.
manymouth_gauntlet_3 | 798 | 19 | 6 | cache | cache_manymouth_gauntlet | The run's cache. It opens once for each of you when the court is quiet.
manymouth_gauntlet_3 | 800 | 21 | 352 | waystone | home | The waystone home. Using it counts you out of the run.
manymouth_gauntlet_3 | 799 | 24 | 12 | waystone | home | The waystone home.
manymouth_gauntlet_3 | 861 | 10 | 350 | information | lore | Rules of the run: One party at a time. The dead wake at the warden's house. Waystones count you out. The pool is the end of it.
manymouth_gauntlet_3 | 862 | 6 | 335 | information | lore | The bund: The bund keeps the river out of the paddies and the sluice houses keep the bund honest. Between the houses the bund is hollow. Things like a hollow.
manymouth_gauntlet_3 | 863 | 13 | 5 | information | lore | The court is quiet: Whoever reads this walked the whole road. The cache is yours; the waystone is the way home.
# --- end of the Nymara gauntlets ---
